mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id	articulation	staff_text	tempo	qpm	thoroughbass_duration	thoroughbass_level_1	thoroughbass_level_2	thoroughbass_level_3	thoroughbass_level_4	slur
40	40	118	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	783										
40	40	473/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	784										
40	40	237/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	785										
40	40	119	0.75	1/2	1/2	Chord	6/8	1	1	3/16			1/8	3/2	786	ornamentShortTrill									
40	40	479/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	787										
40	40	117	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	788										
40	40	235/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	789										
40	40	471/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	790										
40	40	118	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	791										
40	40	237/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	792										
40	40	119	0.75	1/2	1/2	Chord	6/8	2	1	3/16			1/8	3/2	793	ornamentShortTrill									
40	40	479/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	794										
40	40	117	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	5/				
40	40	117	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	795										
40	40	235/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	796										
40	40	118	0.0	1/4	1/4	FiguredBass	6/8	3	1	0										1/8	4+				
40	40	118	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	797										
40	40	237/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	6_				
40	40	237/2	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	798										
40	40	475/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	799										
40	40	119	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	#3_				
40	40	119	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	800										
40	40	239/2	0.0	5/8	5/8	FiguredBass	6/8	3	1	0										1/8	7				
40	40	239/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	801										
41	41	120	0.0	0	0	StaffText	6/8	1	1	0							)								
41	41	120	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	802										
41	41	241/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	803										
41	41	483/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	804										
41	41	121	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	805										
41	41	485/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	806										
41	41	243/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	807	ornamentShortTrill									
41	41	487/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	808										
41	41	122	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	809										
41	41	245/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	810										
41	41	120	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	811										
41	41	120	1.0	0	0	Chord	6/8	3	1	1/4			1/4	1	812										
42	42	123	0.0	0	0	StaffText	6/8	1	1	0							)								
42	42	123	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	813										
42	42	247/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	814										
42	42	495/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	815										
42	42	124	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	816										
42	42	497/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	817										
42	42	249/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	818										
42	42	499/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	819										
42	42	125	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	820										
42	42	251/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	821	ornamentShortTrill									
42	42	247/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	822										
42	42	495/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	823										
42	42	124	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	824										
42	42	497/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	825										
42	42	249/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	826	ornamentShortTrill									
42	42	499/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	827										
42	42	125	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	828										
42	42	251/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	829										
43	43	126	1.0	0	0	Chord	6/8	1	1	1/4			1/4	1	830										
43	43	509/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	831										
43	43	255/2	0.75	3/8	3/8	Chord	6/8	1	1	3/16			1/8	3/2	832										
43	43	513/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	833										
43	43	257/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	834										
43	43	515/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	835										
43	43	126	1.0	0	0	Chord	6/8	2	1	1/4			1/4	1	836										
43	43	509/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	837										
43	43	255/2	0.75	3/8	3/8	Chord	6/8	2	1	3/16			1/8	3/2	838										
43	43	513/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	839										
43	43	257/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	840										
43	43	515/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	841										
43	43	253/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/4	3_				
43	43	253/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	842										
43	43	507/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	843										
43	43	127	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	844										
43	43	509/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	845										
43	43	255/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										3/8	_				
43	43	255/2	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	846										
43	43	511/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	847										
43	43	128	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	848										
43	43	257/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	849										
44	44	129	0.25	0	0	Chord	6/8	1	1	1/16			1/16	1	850	ornamentShortTrill									
44	44	517/4	0.25	1/16	1/16	Chord	6/8	1	1	1/16			1/16	1	851										
44	44	259/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	852										
44	44	519/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	853										
44	44	130	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	854										
44	44	261/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	855										32
44	44	131	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	856	ornamentShortTrill									
44	44	263/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	857										
44	44	129	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	858										
44	44	517/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	859										
44	44	259/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	860										
44	44	519/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	861										
44	44	130	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	862										
44	44	261/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	863										33
44	44	131	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	864	ornamentShortTrill									
44	44	263/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	865										
44	44	129	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	5				
44	44	129	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	866										34
44	44	259/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	867	ornamentShortTrill									
44	44	519/4	0.0	3/16	3/16	FiguredBass	6/8	3	1	0										1/16	4+				
44	44	519/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	868										
44	44	130	0.0	1/4	1/4	FiguredBass	6/8	3	1	0										1/8	6				
44	44	130	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	869										
44	44	261/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	6	5			
44	44	261/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	870										
44	44	131	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/8	6	4			
44	44	131	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	871										
44	44	263/2	0.0	5/8	5/8	FiguredBass	6/8	3	1	0										1/8	3				
44	44	263/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	872										
45	45	132	0.0	0	0	StaffText	6/8	1	1	0							)								
45	45	132	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	873										
45	45	265/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	874										
45	45	531/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	875										
45	45	133	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	876										
45	45	533/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	877										
45	45	267/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	878	ornamentShortTrill									
45	45	535/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	879										
45	45	134	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	880										
45	45	269/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	881										
45	45	132	0.0	0	0	StaffText	6/8	2	1	0							)								
45	45	132	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	882										
45	45	265/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	883										
45	45	531/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	884										
45	45	133	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	885										
45	45	533/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	886										
45	45	267/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	887	ornamentShortTrill									
45	45	535/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	888										
45	45	134	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	889										
45	45	269/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	890										
45	45	132	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	891										
46	46	135	0.0	0	0	StaffText	6/8	1	1	0							)								
46	46	135	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	892										
46	46	271/2	1.0	1/8	1/8	Chord	6/8	1	1	1/4			1/4	1	893										
46	46	273/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	894										
46	46	137	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	895										
46	46	275/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	896										
46	46	135	0.0	0	0	StaffText	6/8	2	1	0							)								
46	46	135	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	897										
46	46	271/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	898										
46	46	273/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	899										
46	46	137	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	900										
46	46	271/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/4	3_				
46	46	271/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	901										
46	46	543/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	902										
46	46	136	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	903										
46	46	545/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	904										
46	46	273/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	7				
46	46	273/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	905										
46	46	137	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	3_				
46	46	137	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	906										
46	46	549/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	907										
46	46	275/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	908										
46	46	551/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	909										
47	47	138	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	910	ornamentShortTrill									
47	47	277/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	911										
47	47	139	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	912										
47	47	279/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	913	ornamentShortTrill									
47	47	140	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	914										
47	47	281/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	915										
47	47	138	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	916										
47	47	277/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	917										
47	47	279/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	918										
47	47	140	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	919	ornamentShortTrill									
47	47	138	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	7				
47	47	138	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	920										
47	47	277/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/4	3_				
47	47	277/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	921										
47	47	555/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	922										
47	47	139	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	923										
47	47	557/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	924										
47	47	279/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	7	5/			
47	47	279/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	925										
47	47	140	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	#3_				
47	47	140	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	926										
47	47	281/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	927										
48	48	141	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	928	ornamentShortTrill									
48	48	283/2	0.0	1/8	1/8	Chord	6/8	1	1	0	appoggiatura		1/8	1	929										
48	48	283/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	930										
48	48	143	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	931										
48	48	287/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	932										35
48	48	141	0.0	0	0	StaffText	6/8	2	1	0							)								
48	48	141	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	933										
48	48	283/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	934										
48	48	142	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	935										
48	48	285/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	936										36
48	48	143	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	937	ornamentShortTrill									
48	48	573/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	938										
48	48	287/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	939										
48	48	575/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	940										
48	48	141	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	941										
49	49	144	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	942										37
49	49	289/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	943	ornamentShortTrill									
49	49	579/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	944										
49	49	145	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	945										
49	49	581/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	946										
49	49	291/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	947										
49	49	146	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	948	ornamentShortTrill									
49	49	144	0.25	0	0	Chord	6/8	2	1	1/16			1/16	1	949										
49	49	577/4	0.25	1/16	1/16	Chord	6/8	2	1	1/16			1/16	1	950										
49	49	289/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	951										
49	49	579/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	952										
49	49	145	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	953										
49	49	581/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	954										
49	49	291/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	955										
49	49	146	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	956										
49	49	585/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	957										
49	49	293/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	958										
49	49	587/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	959										
49	49	146	0.5	1/2	1/2	Chord	6/8	3	1	1/8			1/8	1	960										
49	49	293/2	0.5	5/8	5/8	Chord	6/8	3	1	1/8			1/8	1	961										
50	50	147	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	962										
50	50	295/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	963										
50	50	591/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	964										
50	50	148	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	965										
50	50	593/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	966										
50	50	297/2	0.25	3/8	3/8	Chord	6/8	1	1	1/16			1/16	1	967										
50	50	595/4	0.25	7/16	7/16	Chord	6/8	1	1	1/16			1/16	1	968										
50	50	149	0.25	1/2	1/2	Chord	6/8	1	1	1/16			1/16	1	969										
50	50	597/4	0.25	9/16	9/16	Chord	6/8	1	1	1/16			1/16	1	970										
50	50	299/2	0.25	5/8	5/8	Chord	6/8	1	1	1/16			1/16	1	971										
50	50	599/4	0.25	11/16	11/16	Chord	6/8	1	1	1/16			1/16	1	972										
50	50	147	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	973										
50	50	295/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	974										
50	50	297/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	975										
50	50	149	0.5	1/2	1/2	Chord	6/8	2	1	1/8			1/8	1	976										
50	50	299/2	0.5	5/8	5/8	Chord	6/8	2	1	1/8			1/8	1	977										
50	50	147	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	4	h2			
50	50	147	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	978										
50	50	295/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/4	6	5	h3_		
50	50	295/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	979										
50	50	591/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	980										
50	50	148	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	981										
50	50	593/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	982										
50	50	297/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	7	#3	2_		
50	50	297/2	0.25	3/8	3/8	Chord	6/8	3	1	1/16			1/16	1	983										
50	50	595/4	0.25	7/16	7/16	Chord	6/8	3	1	1/16			1/16	1	984										
50	50	149	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	6_				
50	50	149	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	985										
50	50	597/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	986										
50	50	299/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	987										
50	50	599/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	988										
51	51	150	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	989										
51	51	301/2	0.5	1/8	1/8	Chord	6/8	1	1	1/8			1/8	1	990										
51	51	151	0.5	1/4	1/4	Chord	6/8	1	1	1/8			1/8	1	991										
51	51	303/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	992										
51	51	152	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	993										
51	51	305/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	994										
51	51	150	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	995										38
51	51	301/2	0.25	1/8	1/8	Chord	6/8	2	1	1/16			1/16	1	996	ornamentShortTrill									
51	51	603/4	0.25	3/16	3/16	Chord	6/8	2	1	1/16			1/16	1	997										
51	51	151	0.25	1/4	1/4	Chord	6/8	2	1	1/16			1/16	1	998										
51	51	605/4	0.25	5/16	5/16	Chord	6/8	2	1	1/16			1/16	1	999										
51	51	303/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1000										
51	51	152	1.0	1/2	1/2	Chord	6/8	2	1	1/4			1/4	1	1001	ornamentShortTrill									
51	51	150	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	7	5/			
51	51	150	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1002										
51	51	301/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/8	6				
51	51	301/2	0.5	1/8	1/8	Chord	6/8	3	1	1/8			1/8	1	1003										
51	51	151	0.0	1/4	1/4	FiguredBass	6/8	3	1	0										1/8	5/				
51	51	151	0.5	1/4	1/4	Chord	6/8	3	1	1/8			1/8	1	1004										
51	51	303/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	3	2			
51	51	303/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1005										
51	51	152	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	3_				
51	51	152	0.25	1/2	1/2	Chord	6/8	3	1	1/16			1/16	1	1006										
51	51	609/4	0.25	9/16	9/16	Chord	6/8	3	1	1/16			1/16	1	1007										
51	51	305/2	0.25	5/8	5/8	Chord	6/8	3	1	1/16			1/16	1	1008										
51	51	611/4	0.25	11/16	11/16	Chord	6/8	3	1	1/16			1/16	1	1009										
52	52	153	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1010										39
52	52	307/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	1011	ornamentShortTrill									
52	52	615/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	1012										
52	52	154	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	1013										
52	52	617/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	1014										
52	52	309/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1015										
52	52	155	0.5	1/2	1/2	Chord	6/8	1	1	1/8			1/8	1	1016										
52	52	311/2	0.5	5/8	5/8	Chord	6/8	1	1	1/8			1/8	1	1017										
52	52	153	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1018										
52	52	307/2	0.5	1/8	1/8	Chord	6/8	2	1	1/8			1/8	1	1019										
52	52	154	0.5	1/4	1/4	Chord	6/8	2	1	1/8			1/8	1	1020										
52	52	309/2	0.25	3/8	3/8	Chord	6/8	2	1	1/16			1/16	1	1021										
52	52	619/4	0.25	7/16	7/16	Chord	6/8	2	1	1/16			1/16	1	1022										
52	52	155	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	1023										
52	52	621/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	1024										
52	52	311/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	1025										
52	52	623/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	1026										
52	52	153	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	5	4			
52	52	153	0.5	0	0	Chord	6/8	3	1	1/8			1/8	1	1027										
52	52	307/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/8	5				
52	52	307/2	1.0	1/8	1/8	Chord	6/8	3	1	1/4			1/4	1	1028										
52	52	154	0.0	1/4	1/4	FiguredBass	6/8	3	1	0										1/8	#6				
52	52	309/2	0.0	3/8	3/8	FiguredBass	6/8	3	1	0										1/8	5				
52	52	309/2	0.5	3/8	3/8	Chord	6/8	3	1	1/8			1/8	1	1029										
52	52	155	0.0	1/2	1/2	FiguredBass	6/8	3	1	0										1/4	6				
52	52	155	1.0	1/2	1/2	Chord	6/8	3	1	1/4			1/4	1	1030										
53	53	156	0.5	0	0	Chord	6/8	1	1	1/8			1/8	1	1031										40
53	53	313/2	0.25	1/8	1/8	Chord	6/8	1	1	1/16			1/16	1	1032	ornamentShortTrill									
53	53	627/4	0.25	3/16	3/16	Chord	6/8	1	1	1/16			1/16	1	1033										
53	53	157	0.25	1/4	1/4	Chord	6/8	1	1	1/16			1/16	1	1034										
53	53	629/4	0.25	5/16	5/16	Chord	6/8	1	1	1/16			1/16	1	1035										
53	53	315/2	0.5	3/8	3/8	Chord	6/8	1	1	1/8			1/8	1	1036										
53	53	158	1.0	1/2	1/2	Chord	6/8	1	1	1/4			1/4	1	1037	ornamentShortTrill									
53	53	156	0.5	0	0	Chord	6/8	2	1	1/8			1/8	1	1038										
53	53	313/2	1.0	1/8	1/8	Chord	6/8	2	1	1/4			1/4	1	1039										
53	53	315/2	0.5	3/8	3/8	Chord	6/8	2	1	1/8			1/8	1	1040										41
53	53	158	0.25	1/2	1/2	Chord	6/8	2	1	1/16			1/16	1	1041	ornamentShortTrill									
53	53	633/4	0.25	9/16	9/16	Chord	6/8	2	1	1/16			1/16	1	1042										
53	53	317/2	0.25	5/8	5/8	Chord	6/8	2	1	1/16			1/16	1	1043										
53	53	635/4	0.25	11/16	11/16	Chord	6/8	2	1	1/16			1/16	1	1044										
53	53	156	0.0	0	0	FiguredBass	6/8	3	1	0										1/8	7_				
53	53	156	0.25	0	0	Chord	6/8	3	1	1/16			1/16	1	1045										
53	53	625/4	0.25	1/16	1/16	Chord	6/8	3	1	1/16			1/16	1	1046										
53	53	313/2	0.0	1/8	1/8	FiguredBass	6/8	3	1	0										1/4	6	4+	3_		
53	53	313/2	0.25	1/8	1/8	Chord	6/8	3	1	1/16			1/16	1	1047										
53	53	627/4	0.25	3/16	3/16	Chord	6/8	3	1	1/16			1/16	1	1048										
53	53	157	0.25	1/4	1/4	Chord	6/8	3	1	1/16			1/16	1	1049										
53	53	629/4	0.25	5/16	5/16	Chord	6/8	3	1	1/16			1/16	1	1050										
